TRIGGERBOX,14,693
CARSPAWN,605,674
455,625
454,615
451,605
450,595
450,584
448,574
447,564
447,553
448,543
452,533
458,525
467,519
477,514
486,509
497,507
508,506
520,504
530,502
541,502
551,502
562,502
572,502
582,503
594,504
604,505
615,511
623,518
632,525
639,533
647,540
655,548
660,557
665,568
669,578
670,588
672,598
673,608
674,620
673,630
673,641
673,652
673,664
673,675
673,685
672,696
672,706
669,716
664,726
659,735
651,743
641,747
632,752
623,757
613,761
602,764
591,766
580,766
569,769
559,772
547,773
537,771
525,769
512,769
501,768
489,770
479,772
468,773
455,774
444,774
433,774
423,774
413,773
403,773
393,771
382,770
372,768
362,767
352,765
342,763
334,757
329,748
324,739
318,731
316,720
315,709
311,699
307,689
303,678
301,668
301,658
301,646
302,635
303,623
303,613
302,602
302,590
302,580
302,569
299,559
298,548
298,537
298,527
297,516
295,506
293,496
292,486
292,476
291,464
293,446
295,436
296,426
304,417
311,408
320,398
329,390
339,382
347,374
360,367
370,363
382,356
392,353
404,349
414,347
425,345
436,345
446,345
456,344
467,344
477,345
487,347
499,348
511,349
521,349
531,345
537,334
542,325
545,314
546,302
546,292
546,281
544,271
543,260
543,248
543,236
543,225
542,214
542,203
541,193
540,183
539,173
538,162
533,151
525,144
519,134
511,127
499,123
489,121
477,121
466,122
455,124
444,126
433,127
418,127
404,127
391,128
380,130
369,130
357,128
346,130
336,130
326,130
316,130
305,129
295,129
283,127
272,127
262,127
251,127
238,127
228,127
215,128
204,128
193,128
176,129
166,130
156,132
145,132
131,131
121,133
109,135
99,138
85,139
73,140
70,151
71,162
76,172
80,183
82,196
82,209
83,222
83,233
84,243
86,253
97,254
107,254
117,255
128,254
139,253
154,248
165,243
174,238
185,232
194,224
202,217
209,209
220,199
229,192
238,185
246,176
254,168
262,160
270,151
278,144
288,138
408,242
398,242
388,241
378,242
366,244
356,247
346,252
336,256
326,259
315,263
306,269
297,275
288,283
280,290
271,297
263,306
256,317
246,324
237,332
224,339
215,345
202,350
192,353
182,355
172,357
161,357
147,358
137,359
127,359
116,358
102,358
89,357
78,356
68,356
58,355
45,354
34,353
22,352
12,351
2,350
295,63
301,55
309,61
307,71
568,758
566,748
564,737
563,727
562,716
562,705
561,694
618,501
628,495
637,486
644,478
652,472
661,465
669,458
677,450
685,442
691,434
695,423
3,481
14,481
24,481
34,482
46,482
56,483
66,483
76,483
87,484
97,484
109,482
171,579
182,580
192,582
203,584
213,584
224,583
234,582
244,582
254,581
265,581
277,581
287,581
4,673
14,673
24,673
34,674
44,674
54,674
64,674
74,674
85,674
96,674
106,674
116,675
126,674
318,748
318,760
317,770
314,783
