TRIGGERBOX,42,638
CARSPAWN,64,103
195,47
185,42
175,41
164,41
154,41
141,41
129,41
119,42
109,42
99,43
89,46
77,50
67,56
56,63
46,69
38,76
30,85
26,97
24,109
22,121
20,131
18,141
17,151
17,162
17,173
17,183
17,194
18,204
23,213
29,223
35,231
46,235
56,238
66,241
78,242
90,244
101,246
112,247
123,249
133,251
144,254
155,258
166,263
174,269
181,277
185,288
187,300
188,310
188,321
183,330
176,338
166,345
157,350
147,354
136,357
125,359
114,361
104,363
93,364
83,366
72,366
61,365
51,365
41,364
31,372
25,384
24,397
24,407
25,417
25,427
32,436
42,440
52,440
65,440
77,439
87,438
100,438
111,435
121,434
131,434
145,433
157,433
168,433
179,433
196,434
212,434
225,434
236,433
247,433
257,432
267,433
281,436
293,438
303,439
313,440
327,440
338,439
351,439
360,433
369,425
371,414
369,402
369,391
371,380
371,369
371,359
371,349
371,336
200,59
201,71
203,81
205,92
206,103
199,111
188,110
178,108
168,106
155,106
143,107
132,110
124,116
116,127
118,140
119,150
128,157
138,159
148,159
159,160
170,160
181,161
194,162
206,165
217,169
227,172
239,178
249,181
257,187
266,194
274,201
279,216
280,228
280,239
280,249
279,259
278,269
278,280
277,290
276,300
275,311
275,322
274,333
374,323
374,313
374,302
374,292
374,282
375,272
375,261
375,250
374,240
374,230
374,220
375,210
376,200
376,190
281,190
286,172
283,162
288,150
289,140
288,129
288,117
288,107
287,97
287,87
298,86
308,85
318,84
328,84
339,85
349,85
360,86
370,86
380,86
291,59
292,49
292,39
301,32
314,30
325,28
335,28
348,28
360,29
371,30
382,32
384,43
384,53
374,58
362,59
351,59
341,59
331,60
319,62
309,64
299,65
390,89
401,89
413,89
426,88
437,88
447,89
458,88
468,88
478,88
488,88
498,90
508,91
518,92
528,92
539,92
550,92
560,93
571,94
581,98
589,105
597,114
603,123
608,132
612,142
614,152
616,162
618,173
621,184
625,195
627,205
628,216
629,228
629,239
629,250
629,262
630,273
631,283
632,295
633,305
633,315
633,325
633,335
634,346
632,357
628,369
625,379
623,389
620,399
617,409
386,191
396,192
407,194
417,194
427,194
437,194
447,195
461,198
471,197
482,196
492,197
502,198
511,203
519,212
524,221
527,231
529,241
529,251
529,261
529,271
530,281
530,291
530,301
529,312
528,322
527,332
523,342
515,350
504,353
494,355
484,356
474,358
462,359
450,360
440,360
430,361
418,363
409,369
408,379
407,390
406,400
406,410
406,420
414,427
425,426
435,426
446,424
457,423
468,422
479,422
490,422
501,424
512,424
517,436
522,449
525,460
529,474
532,487
534,497
536,507
538,518
539,528
539,538
539,552
540,562
541,575
541,585
541,596
540,606
541,619
531,620
523,612
517,604
509,594
503,584
495,573
489,564
482,555
476,547
470,539
465,530
459,519
453,510
448,501
443,490
438,481
431,473
417,469
406,469
393,470
383,472
371,474
619,424
617,435
615,446
613,457
611,467
607,478
603,490
600,500
598,510
597,521
596,532
595,542
595,553
595,563
595,573
594,583
594,595
594,607
594,618
593,629
593,639
593,649
594,659
597,671
596,681
595,691
585,694
571,694
558,695
546,695
536,695
525,695
513,693
501,693
490,693
479,693
471,683
465,675
460,666
455,656
448,645
441,636
435,626
430,616
369,486
367,497
365,507
365,517
365,529
365,541
364,553
362,563
362,574
362,584
362,595
361,609
359,622
438,646
436,656
435,667
434,677
434,689
433,699
422,703
411,705
401,706
390,707
380,708
370,709
359,710
349,710
339,710
326,710
315,709
304,709
292,708
280,708
267,708
254,706
243,703
233,698
223,690
220,677
218,666
218,655
219,644
221,632
221,622
220,607
220,597
220,587
221,574
222,562
222,552
222,542
349,626
336,625
322,625
312,625
302,624
301,613
301,603
301,592
310,582
323,581
333,579
333,569
333,559
333,548
333,538
322,535
310,535
304,526
304,516
315,509
331,504
338,496
338,485
337,475
336,465
328,459
318,460
308,462
298,462
287,462
274,462
263,462
253,462
241,462
227,463
215,463
201,464
183,465
170,465
160,465
151,471
146,482
141,491
138,501
135,511
130,523
124,531
120,541
112,534
108,523
103,514
97,506
89,497
82,489
76,481
70,473
62,466
52,466
42,466
32,466
27,476
25,487
24,497
22,511
21,522
22,533
25,543
27,553
30,563
33,574
37,585
40,595
43,605
46,616
48,626
51,637
53,648
54,658
53,668
50,678
49,688
48,698
48,708
57,714
68,719
79,721
90,722
100,722
109,716
110,705
111,694
112,683
112,673
115,663
116,653
118,642
123,633
130,623
140,617
150,609
158,603
167,596
174,588
182,582
192,577
200,571
208,565
